"","REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"170",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44406842","30.58.2",0.34,NA,NA,NA,2
"171",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44399290","30.58.3",100,NA,NA,NA,2
"172",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44399290","30.58.3",-57.71,NA,NA,NA,2
"173",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44399290","30.58.3",NA,"..",NA,NA,2
"174",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44399290","30.58.3",NA,"..",NA,NA,2
"175",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44399290","30.58.3",NA,"..",NA,NA,2
"176",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000167055","30.58.15",NA,"..",NA,NA,0
"177",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000167055","30.58.15",NA,"..",NA,NA,0
"178",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000167055","30.58.15",2,NA,NA,NA,0
"179",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000167055","30.58.15",0,NA,NA,NA,0
"180",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000167055","30.58.15",4,NA,NA,NA,0
"181",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000167056","30.58.16",NA,"..",NA,NA,2
"182",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000167056","30.58.16",NA,"..",NA,NA,2
"183",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000167056","30.58.16",33.33,NA,NA,NA,2
"184",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000167056","30.58.16",0,NA,NA,NA,2
"185",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000167056","30.58.16",50,NA,NA,NA,2
"186",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44347526","30.58.4",1,NA,NA,NA,0
"187",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44347526","30.58.4",1,NA,NA,NA,0
"188",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44347526","30.58.4",2,NA,NA,NA,0
"189",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44347526","30.58.4",0,NA,NA,NA,0
"190",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44347526","30.58.4",4,NA,NA,NA,0
"191",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44351881","30.58.5",1,NA,NA,NA,0
"192",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44351881","30.58.5",1,NA,NA,NA,0
"193",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44351881","30.58.5",2,NA,NA,NA,0
"194",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44351881","30.58.5",0,NA,NA,NA,0
"195",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44351881","30.58.5",4,NA,NA,NA,0
"196",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44343227","30.58.6",0,NA,NA,NA,0
"197",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44343227","30.58.6",0,NA,NA,NA,0
"198",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44343227","30.58.6",0,NA,NA,NA,0
"199",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44343227","30.58.6",0,NA,NA,NA,0
"200",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44343227","30.58.6",0,NA,NA,NA,0
"201",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44366078","30.58.7",1,NA,NA,NA,0
"202",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44366078","30.58.7",2,NA,NA,NA,0
"203",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44366078","30.58.7",2,NA,NA,NA,0
"204",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44366078","30.58.7",0,NA,NA,NA,0
"205",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44366078","30.58.7",4,NA,NA,NA,0
"206",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44342446","30.58.8",0.11,NA,NA,NA,2
"207",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44342446","30.58.8",0.21,NA,NA,NA,2
"208",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44342446","30.58.8",0.21,NA,NA,NA,2
"209",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44342446","30.58.8",0,NA,NA,NA,2
"210",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44342446","30.58.8",0.4,NA,NA,NA,2
"211",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44330653","30.58.9",1,NA,NA,NA,0
"212",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44330653","30.58.9",2,NA,NA,NA,0
"213",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44330653","30.58.9",2,NA,NA,NA,0
"214",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44330653","30.58.9",0,NA,NA,NA,0
"215",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44330653","30.58.9",4,NA,NA,NA,0
"216",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44417166","30.58.10",0.12,NA,NA,NA,2
"217",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44417166","30.58.10",0.23,NA,NA,NA,2
"218",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44417166","30.58.10",0.23,NA,NA,NA,2
"219",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44417166","30.58.10",0,NA,NA,NA,2
"220",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44417166","30.58.10",0.44,NA,NA,NA,2
"221",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44365435","30.58.11",0,NA,NA,NA,0
"222",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44365435","30.58.11",0,NA,NA,NA,0
"223",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44365435","30.58.11",0,NA,NA,NA,0
"224",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44365435","30.58.11",0,NA,NA,NA,0
"225",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44365435","30.58.11",0,NA,NA,NA,0
"226",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44355229","30.58.12",0,NA,NA,NA,2
"227",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44355229","30.58.12",0,NA,NA,NA,2
"228",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44355229","30.58.12",0,NA,NA,NA,2
"229",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44355229","30.58.12",0,NA,NA,NA,2
"230",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44355229","30.58.12",0,NA,NA,NA,2
"231",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53100488","30.58.13",0,NA,NA,NA,0
"232",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53100488","30.58.13",0,NA,NA,NA,0
"233",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53100488","30.58.13",0,NA,NA,NA,0
"234",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53100488","30.58.13",0,NA,NA,NA,0
"235",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53100488","30.58.13",0,NA,NA,NA,0
"236",2015,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53100489","30.58.14",0,NA,NA,NA,2
"237",2016,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53100489","30.58.14",0,NA,NA,NA,2
"238",2017,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53100489","30.58.14",0,NA,NA,NA,2
"239",2018,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53100489","30.58.14",0,NA,NA,NA,2
"240",2019,"Saskatchewan [47]","2016A000247","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53100489","30.58.14",0,NA,NA,NA,2
"241",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44373811","9.58.1",29,NA,NA,NA,0
"242",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44373811","9.58.1",56,NA,NA,NA,0
"243",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44373811","9.58.1",36,NA,NA,NA,0
"244",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44373811","9.58.1",35,NA,NA,NA,0
"245",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44373811","9.58.1",54,NA,NA,NA,0
"246",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44347825","9.58.2",0.35,NA,NA,NA,2
"247",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44347825","9.58.2",0.68,NA,NA,NA,2
"248",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44347825","9.58.2",0.43,NA,NA,NA,2
"249",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44347825","9.58.2",0.42,NA,NA,NA,2
"250",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44347825","9.58.2",0.64,NA,NA,NA,2
"251",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44414758","9.58.3",-0.31,NA,NA,NA,2
"252",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44414758","9.58.3",91.91,NA,NA,NA,2
"253",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44414758","9.58.3",-36.28,NA,NA,NA,2
"254",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44414758","9.58.3",-3.81,NA,NA,NA,2
"255",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44414758","9.58.3",52.52,NA,NA,NA,2
"256",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000154287","9.58.15",NA,"..",NA,NA,0
"257",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000154287","9.58.15",NA,"..",NA,NA,0
"258",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000154287","9.58.15",3,NA,NA,NA,0
"259",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000154287","9.58.15",9,NA,NA,NA,0
"260",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Unfounded incidents","Number",223,"units",0,"v1000154287","9.58.15",18,NA,NA,NA,0
"261",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000154288","9.58.16",NA,"..",NA,NA,2
"262",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000154288","9.58.16",NA,"..",NA,NA,2
"263",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000154288","9.58.16",7.69,NA,NA,NA,2
"264",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000154288","9.58.16",20.45,NA,NA,NA,2
"265",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Percent unfounded","Percent",239,"units",0,"v1000154288","9.58.16",25,NA,NA,NA,2
"266",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44413392","9.58.4",14,NA,NA,NA,0
"267",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44413392","9.58.4",43,NA,NA,NA,0
"268",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44413392","9.58.4",25,NA,NA,NA,0
"269",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44413392","9.58.4",28,NA,NA,NA,0
"270",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total cleared","Number",223,"units",0,"v44413392","9.58.4",30,NA,NA,NA,0
"271",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44338760","9.58.5",11,NA,NA,NA,0
"272",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44338760","9.58.5",34,NA,NA,NA,0
"273",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44338760","9.58.5",17,NA,NA,NA,0
"274",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44338760","9.58.5",23,NA,NA,NA,0
"275",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared by charge","Number",223,"units",0,"v44338760","9.58.5",24,NA,NA,NA,0
"276",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44394716","9.58.6",3,NA,NA,NA,0
"277",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44394716","9.58.6",9,NA,NA,NA,0
"278",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44394716","9.58.6",8,NA,NA,NA,0
"279",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44394716","9.58.6",5,NA,NA,NA,0
"280",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Cleared otherwise","Number",223,"units",0,"v44394716","9.58.6",6,NA,NA,NA,0
"281",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44338987","9.58.7",12,NA,NA,NA,0
"282",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44338987","9.58.7",35,NA,NA,NA,0
"283",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44338987","9.58.7",32,NA,NA,NA,0
"284",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44338987","9.58.7",31,NA,NA,NA,0
"285",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, persons charged","Number",223,"units",0,"v44338987","9.58.7",32,NA,NA,NA,0
"286",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44326196","9.58.8",0.17,NA,NA,NA,2
"287",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44326196","9.58.8",0.49,NA,NA,NA,2
"288",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44326196","9.58.8",0.44,NA,NA,NA,2
"289",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44326196","9.58.8",0.42,NA,NA,NA,2
"290",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate",257,"units",0,"v44326196","9.58.8",0.43,NA,NA,NA,2
"291",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44388043","9.58.9",12,NA,NA,NA,0
"292",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44388043","9.58.9",34,NA,NA,NA,0
"293",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44388043","9.58.9",32,NA,NA,NA,0
"294",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44388043","9.58.9",29,NA,NA,NA,0
"295",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, adult charged","Number",223,"units",0,"v44388043","9.58.9",30,NA,NA,NA,0
"296",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44416392","9.58.10",0.18,NA,NA,NA,2
"297",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44416392","9.58.10",0.51,NA,NA,NA,2
"298",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44416392","9.58.10",0.47,NA,NA,NA,2
"299",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44416392","9.58.10",0.43,NA,NA,NA,2
"300",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate",257,"units",0,"v44416392","9.58.10",0.43,NA,NA,NA,2
"301",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44329955","9.58.11",0,NA,NA,NA,0
"302",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44329955","9.58.11",1,NA,NA,NA,0
"303",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44329955","9.58.11",0,NA,NA,NA,0
"304",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44329955","9.58.11",2,NA,NA,NA,0
"305",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth charged","Number",223,"units",0,"v44329955","9.58.11",2,NA,NA,NA,0
"306",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44411001","9.58.12",0,NA,NA,NA,2
"307",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44411001","9.58.12",0.21,NA,NA,NA,2
"308",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44411001","9.58.12",0,NA,NA,NA,2
"309",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44411001","9.58.12",0.41,NA,NA,NA,2
"310",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v44411001","9.58.12",0.4,NA,NA,NA,2
"311",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53084047","9.58.13",0,NA,NA,NA,0
"312",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53084047","9.58.13",0,NA,NA,NA,0
"313",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53084047","9.58.13",0,NA,NA,NA,0
"314",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53084047","9.58.13",1,NA,NA,NA,0
"315",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Total, youth not charged","Number",223,"units",0,"v53084047","9.58.13",1,NA,NA,NA,0
"316",2015,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53084048","9.58.14",0,NA,NA,NA,2
"317",2016,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53084048","9.58.14",0,NA,NA,NA,2
"318",2017,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53084048","9.58.14",0,NA,NA,NA,2
"319",2018,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53084048","9.58.14",0.2,NA,NA,NA,2
"320",2019,"Quebec [24]","2016A000224","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate",257,"units",0,"v53084048","9.58.14",0.2,NA,NA,NA,2
"321",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44375009","4.58.1",0,NA,NA,NA,0
"322",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44375009","4.58.1",0,NA,NA,NA,0
"323",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44375009","4.58.1",0,NA,NA,NA,0
"324",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44375009","4.58.1",0,NA,NA,NA,0
"325",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Actual incidents","Number",223,"units",0,"v44375009","4.58.1",0,NA,NA,NA,0
"326",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44365153","4.58.2",0,NA,NA,NA,2
"327",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44365153","4.58.2",0,NA,NA,NA,2
"328",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44365153","4.58.2",0,NA,NA,NA,2
"329",2018,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44365153","4.58.2",0,NA,NA,NA,2
"330",2019,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate per 100,000 population","Rate",257,"units",0,"v44365153","4.58.2",0,NA,NA,NA,2
"331",2015,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44374566","4.58.3",0,NA,NA,NA,2
"332",2016,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44374566","4.58.3",0,NA,NA,NA,2
"333",2017,"Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Percentage change in rate","Percent",239,"units",0,"v44374566","4.58.3",NA,"..",NA,NA,2
